Sample,ST,arcC,aroE,glpF,gmk,pta,tpi,yqiL,mismatches,uncertainty,depth,maxMAF,CC
12_n-jac18,30,2,2,2,2,6,3,2,0,-,96.8874285714,0.08771929824560001,CC30
PSAE005-E1C2-jid18,30,2,2,2,2,6,3,2,0,-,122.860428571,0.0512820512821,CC30
105-NC4-jid18,39,2,2,2,2,2,2,2,0,-,106.19200000000001,0.0677966101695,CC30
101_ls-jac18,30,2,2,2,2,6,3,2,0,-,127.207857143,0.04,CC30
099-NC5-jid18,30,2,2,2,2,6,3,2,0,-,106.00357142899999,0.06976744186049999,CC30
091-NC4-jid18,30,2,2,2,2,6,3,2,0,-,157.868714286,0.08235294117650001,CC30
059-NC3-jid18,30,2,2,2,2,6,3,2,0,-,113.749571429,0.0412371134021,CC30
039-NC3-jid18,30,2,2,2,2,6,3,2,arcC_2/trun,-,202.885142857,0.111111111111,CC30
026-NC4-jid18,30,2,2,2,2,6,3,2,0,-,142.678428571,0.0978260869565,CC30
60_n-jac18,907,8,2,2,2,112,3,2,0,-,88.74985714290001,0.0952380952381,CC30
71_ls-jac18,30,2,2,2,2,6,3,2,0,-,144.271285714,0.026666666666700003,CC30
P083-7_softtissue-elf17,30,2,2,2,2,6,3,2,0,-,125.28957142899999,0.025,CC30
P050-3_blood-elf17,30,2,2,2,2,6,3,2,0,-,123.280714286,0.0344827586207,CC30
P029-10_softtissue-elf17,30,2,2,2,2,6,3,2,0,-,96.97957142860001,0.0454545454545,CC30
P036-6_softtissue-elf17,37,2,2,2,2,15,3,2,0,-,93.0427142857,0.0277777777778,CC30
AD_1494-45-bjd18,39,2,2,2,2,2,2,2,0,-,52.8768571429,0.115384615385,CC30
AD_1462-18-bjd18,30,2,2,2,2,6,3,2,0,-,109.951857143,0.0821917808219,CC30
P043-7_blood-elf17,30,2,2,2,2,6,3,2,0,-,96.98514285709999,0.0416666666667,CC30
P049-3_blood-elf17,30,2,2,2,2,6,3,2,0,-,111.634285714,0.032786885245900003,CC30
AD_1151-66-bjd18,30,2,2,2,2,6,3,2,0,-,83.2021428571,0.0983606557377,CC30
7_n-jac18,30,2,2,2,2,6,3,2,0,-,40.001,0.2,CC30
NC_1310-36-bjd18,30,2,2,2,2,6,3,2,0,-,72.917,0.125,CC30
P061-8_blood-elf17,30,2,2,2,2,6,3,2,0,-,72.9812857143,0.0454545454545,CC30
NC_1270-31-bjd18,30,2,2,2,2,6,3,2,0,-,55.9115714286,0.181818181818,CC30
P057-8_blood-elf17,30,2,2,2,2,6,3,2,0,-,151.919428571,0.0215827338129,CC30
P052-8_blood-elf17,30,2,2,2,2,6,3,2,0,-,178.888857143,0.0142180094787,CC30
P101-9_softtissue-elf17,45,10,14,8,6,10,3,2,0,-,190.649857143,0.0289855072464,CC45
NC_1313-37-bjd18,4603,548,14,8,6,10,3,2,arcC_548/trun,-,62.1437142857,0.111111111111,CC45
P020-8_blood-elf17,45,10,14,8,6,10,3,2,0,-,124.094571429,0.0377358490566,CC45
P035-8_bone-joint-elf17,45*,10,14*,8,6,10,3,2,aroE_14/1snp,-,90.2901428571,0.0333333333333,CC45
P059-13_blood-elf17,45,10,14,8,6,10,3,2,0,-,88.6134285714,0.026666666666700003,CC45
P024-7_bone-joint-elf17,45,10,14,8,6,10,3,2,0,-,164.630714286,0.0275229357798,CC45
P018-6_softtissue-elf17,45,10,14,8,6,10,3,2,0,-,154.183714286,0.0487804878049,CC45
P056-8_blood-elf17,45,10,14,8,6,10,3,2,0,-,126.324285714,0.027027027026999998,CC45
P053-7_blood-elf17,45,10,14,8,6,10,3,2,0,-,166.880714286,0.0181818181818,CC45
NC_1384-51-bjd18,54*,10,14,8,13*,10,3,2,gmk_13/1snp,-,63.6752857143,0.10810810810799999,CC45
NC_1374-47-bjd18,45,10,14,8,6,10,3,2,0,-,54.6882857143,0.1,CC45
P051-1_blood-elf17,45,10,14,8,6,10,3,2,0,-,160.142571429,0.038961038961,CC45
NC_1333-39-bjd18,45,10,14,8,6,10,3,2,0,-,76.5057142857,0.0961538461538,CC45
P064-6_blood-elf17,45,10,14,8,6,10,3,2,0,-,72.5848571429,0.035714285714300006,CC45
016-NC2-jid18,4603,548,14,8,6,10,3,2,0,-,114.935714286,0.12658227848099998,CC45
49_ls-jac18,45,10,14,8,6,10,3,2,0,-,73.6414285714,0.0512820512821,CC45
62_ls-jac18,45,10,14,8,6,10,3,2,0,-,64.45171428569999,0.107142857143,CC45
AD_1582-96-bjd18,45,10,14,8,6,10,3,2,0,-,71.8867142857,0.0857142857143,CC45
AD_1606-106-bjd18,45,10,14,8,6,10,3,2,0,-,50.8205714286,0.075,CC45
48_ls-jac18,45,10,14,8,6,10,3,2,0,-,78.2807142857,0.09375,CC45
AD_1610-107-bjd18,3072,53,14,8,6,10,3,2,0,-,120.73557142899999,0.0992366412214,CC45
81_ls-jac18,45,10,14,8,6,10,3,2,0,-,73.9961428571,0.052631578947400004,CC45
AD_1634-111-bjd18,4603,548,14,8,6,10,3,2,arcC_548/trun,-,73.3245714286,0.133333333333,CC45
83_ls-jac18,4603,548,14,8,6,10,3,2,0,-,68.7461428571,0.23076923076900002,CC45
35_ls-jac18,45,10,14,8,6,10,3,2,0,-,76.4162857143,0.0769230769231,CC45
AD_295-84-bjd18,45,10,14,8,6,10,3,2,0,-,59.197714285699995,0.0789473684211,CC45
72_n-jac18,45,10,14,8,6,10,3,2,0,-,64.078,0.111111111111,CC45
NC_1049-08-bjd18,45,10,14,8,6,10,3,2,0,-,59.263285714300004,0.09259259259260001,CC45
AD_1434-01-bjd18,45,10,14,8,6,10,3,2,0,-,51.8164285714,0.08333333333330001,CC45
73_ls-jac18,45,10,14,8,6,10,3,2,0,-,91.5917142857,0.050847457627099996,CC45
NC_1286-33-bjd18,4603,548,14,8,6,10,3,2,arcC_548/trun,-,96.1937142857,0.078431372549,CC45
NC_1124-18-bjd18,47,10,11,8,6,10,3,2,0,-,53.0391428571,0.166666666667,CC45
AD_1517-60-bjd18,45,10,14,8,6,10,3,2,0,-,287.205857143,0.0353535353535,CC45
NC_1249-27-bjd18,45,10,14,8,6,10,3,2,0,-,67.638,0.07142857142860001,CC45
NC_1207-23-bjd18,3182,352,14,8,13,10,3,2,0,-,49.7504285714,0.128205128205,CC45
NC_1051-09-bjd18,45,10,14,8,6,10,3,2,0,-,63.2847142857,0.0769230769231,CC45
NC_1202-22-bjd18,4603,548,14,8,6,10,3,2,arcC_548/trun,-,76.82242857140001,0.10638297872300001,CC45
AD_1511-54-bjd18,5,1,4,1,4,12,1,10,0,-,88.93442857139999,0.18965517241399998,CC5
P066-9_blood-elf17,6,12,4,1,4,12,1,3,0,-,102.28885714299999,0.0606060606061,CC5
AD_1446-13-bjd18,5,1,4,1,4,12,1,10,0,-,225.262428571,0.041958041958,CC5
77_ls-jac18,5,1,4,1,4,12,1,10,0,-,94.6915714286,0.0434782608696,CC5
P032-9_softtissue-elf17,5,1,4,1,4,12,1,10,0,-,108.803285714,0.020833333333299998,CC5
AD_1568-86-bjd18,5,1,4,1,4,12,1,10,0,-,105.314714286,0.111111111111,CC5
P031-6_softtissue-elf17,5,1,4,1,4,12,1,10,0,-,94.8987142857,0.0238095238095,CC5
AD_1547-74-bjd18,5,1,4,1,4,12,1,10,0,-,48.5902857143,0.115384615385,CC5
87_ls-jac18,5,1,4,1,4,12,1,10,0,-,87.2068571429,0.0454545454545,CC5
AD_1519-62-bjd18,5,1,4,1,4,12,1,10,0,-,60.3991428571,0.111111111111,CC5
P025-7_blood-elf17,5,1,4,1,4,12,1,10,0,-,115.156428571,0.0285714285714,CC5
AD_1444-05-bjd18,5,1,4,1,4,12,1,10,0,-,125.55785714299999,0.14285714285700002,CC5
98_n-jac18,3628,1,4,463,4,12,1,10,0,-,129.258285714,0.0408163265306,CC5
NC_1287-34-bjd18,5,1,4,1,4,12,1,10,0,-,53.2332857143,0.117647058824,CC5
1_ls-jac18,6,12,4,1,4,12,1,3,0,-,33.8928571429,0.25,CC5
4_ls-jac18,5,1,4,1,4,12,1,10,0,-,68.8562857143,0.0754716981132,CC5
NC_1271-32-bjd18,6,12,4,1,4,12,1,3,0,-,71.492,0.14285714285700002,CC5
P089-9_softtissue-elf17,5,1,4,1,4,12,1,10,0,-,76.8764285714,0.0277777777778,CC5
NC_1258-29-bjd18,5,1,4,1,4,12,1,10,0,-,53.2684285714,0.0882352941176,CC5
46_ls-jac18,5,1,4,1,4,12,1,10,0,-,77.98928571430001,0.052631578947400004,CC5
268-NC3-jid18,5,1,4,1,4,12,1,10,0,-,91.3201428571,0.0377358490566,CC5
094-NC2-jid18,5,1,4,1,4,12,1,10,0,-,127.430142857,0.11235955056199999,CC5
NC_1344-43-bjd18,5,1,4,1,4,12,1,10,0,-,61.2582857143,0.08,CC5
PSAE006-E4-ic4-jid18,5,1,4,1,4,12,1,10,0,-,185.902142857,0.06390977443609999,CC5
P067-10_bone-joint-elf17,5,1,4,1,4,12,1,10,0,-,87.46814285709999,0.07142857142860001,CC5
NC_1401-52-bjd18,6,12,4,1,4,12,1,3,0,-,77.1451428571,0.10638297872300001,CC5
NC_1098-15-bjd18,5,1,4,1,4,12,1,10,0,-,93.03814285709998,0.09821428571429999,CC5
NC_1380-1-49-bjd18,5,1,4,1,4,12,1,10,0,-,40.864000000000004,0.17857142857099997,CC5
19_ls-jac18,8,3,3,1,1,4,4,3,0,-,53.803714285699996,0.0606060606061,CC8
57_ls-jac18,8,3,3,1,1,4,4,3,0,-,94.96385714290001,0.0689655172414,CC8
P103-6_bone-joint-elf17,8,3,3,1,1,4,4,3,0,-,124.885428571,0.022471910112400004,CC8
97_ls-jac18,8,3,3,1,1,4,4,3,0,-,105.079857143,0.0952380952381,CC8
96_ls-jac18,8,3,3,1,1,4,4,3,0,-,105.065428571,0.0909090909091,CC8
P099-7_bone-joint-elf17,239,2,3,1,1,4,4,3,0,-,140.435,0.026315789473700002,CC8
P090-13_softtissue-elf17,8,3,3,1,1,4,4,3,0,-,129.70914285700002,0.042735042735,CC8
AD_1464-27-bjd18,8,3,3,1,1,4,4,3,0,-,78.6885714286,0.1,CC8
P048-5_blood-elf17,8,3,3,1,1,4,4,3,0,-,127.128428571,0.030303030303,CC8
AD_1474-43-bjd18,8,3,3,1,1,4,4,3,0,-,102.17285714299999,0.117021276596,CC8
AD_1435-93-bjd18,8,3,3,1,1,4,4,3,0,-,129.73914285700002,0.122807017544,CC8
USA300-FPR3757,8,3,3,1,1,4,4,3,0,-,132.787,0.0,CC8
AD_51B-25-bjd18,8*,3*,3,1,1,4,4,3*,arcC_3/1snp;yqiL_3/1snp,-,45.3581428571,0.115384615385,CC8
P013-8_blood-elf17,8,3,3,1,1,4,4,3,0,-,101.42814285700001,0.133333333333,CC8
AD_1536-68-bjd18,8,3,3,1,1,4,4,3,0,-,49.577285714300004,0.08,CC8
NC_1030-05-bjd18,8,3,3,1,1,4,4,3,0,-,67.1878571429,0.06666666666669999,CC8
P008-9_blood-elf17,8,3,3,1,1,4,4,3,0,-,143.949857143,0.046153846153800006,CC8
P028-8_blood-elf17,8,3,3,1,1,4,4,3,0,-,85.6872857143,0.0344827586207,CC8
AD_1640-114-bjd18,8,3,3,1,1,4,4,3,0,-,54.6582857143,0.0810810810811,CC8
AD_1604-104-bjd18,8,3,3,1,1,4,4,3,0,-,138.254285714,0.047619047619,CC8
P009-10_blood-elf17,8,3,3,1,1,4,4,3,0,-,121.52914285700001,0.044776119403,CC8
13_ls-jac18,97,3,1,1,1,1,5,3,0,-,112.99157142899999,0.125,CC97
P034-6_softtissue-elf17,97,3,1,1,1,1,5,3,0,-,82.5215714286,0.0322580645161,CC97
59_ls-jac18,97,3,1,1,1,1,5,3,0,-,84.0594285714,0.08510638297869999,CC97
P105-7_softtissue-elf17,97,3,1,1,1,1,5,3,0,-,80.0917142857,0.0315789473684,CC97
P007-9_softtissue-elf17,7,5,4,1,4,4,6,3,0,-,140.96200000000002,0.0205479452055,NA
36_n-jac18,7,5,4,1,4,4,6,3,0,-,75.2591428571,0.047619047619,NA
P005-1_blood-elf17,59,19,23,15,2,19,20,15,0,-,120.033428571,0.01875,NA
P084-7_bone-joint-elf17,NF,10,14,675,6,10,3,2,0,-,52.3008571429,0.047619047619,NA
AD_1628-109-bjd18,7,5,4,1,4,4,6,3,0,-,62.064285714300006,0.0789473684211,NA
P001-8_softtissue-elf17,NF*,78*,1,1,1,1,1,1,arcC_78/1holes,-,143.431428571,0.019607843137299998,NA
P082-6_blood-elf17,NF,-,-,-,13,10,3,2,0,-,72.76325,0.026315789473700002,NA
NC_1541-61-bjd18,779,3,138,1,15,100,1,10,0,-,40.5302857143,0.1,NA
40_ls-jac18,59,19,23,15,2,19,20,15,0,-,79.47428571430001,0.052631578947400004,NA
P098-21_softtissue-elf17,101,3,1,14,15,11,19,3,0,-,97.46442857139999,0.04,NA
2_ls-jac18,78,22,1,14,23,12,53,31,0,-,93.2718571429,0.0689655172414,NA
NC_1483-59-bjd18,25,4,1,4,1,5,5,4,0,-,84.26157142859999,0.14285714285700002,NA
P081-10_blood-elf17,NF,-,-,-,-,4,6,3,0,-,86.7866666667,0.032967032967,NA
25_ls-jac18,12,1,3,1,8,11,5,11,0,-,66.4501428571,0.1,NA
20_ls-jac18,59,19,23,15,2,19,20,15,0,-,178.092285714,0.037037037037,NA
P102-9_softtissue-elf17,12,1,3,1,8,11,5,11,0,-,158.300142857,0.0454545454545,NA
NC_1002-01-bjd18,NF,1,4,512,4,12,1,10,0,-,126.771428571,0.116279069767,NA
NC_1155-19-bjd18,121,6,5,6,2,7,14,5,0,-,68.5202857143,0.08333333333330001,NA
11_ls-jac18,89,1,26,28,18,18,33,50,0,-,74.6802857143,0.1,NA
PSAE02-E1-c1-24-jid18,59,19,23,15,2,19,20,15,0,-,71.523,0.1,NA
PSAE008-E2-C3-jid18,123,6,5,6,2,7,17,19,0,-,111.686285714,0.0547945205479,NA
PSAE009-E1-C3-jid18,2867,1,152,1,8,1,5,11,0,-,129.000714286,0.0588235294118,NA
PSAE010-E2-IC4-jid18,NF,1,1,296,1,1,1,1,0,-,112.16157142899999,0.046153846153800006,NA
NC_1343-42-bjd18,NF,2,2,746,2,6,3,2,0,-,53.4637142857,0.0769230769231,NA
32_ls-jac18,89,1,26,28,18,18,33,50,0,-,24.164,0.14893617021299999,NA
P080-7_blood-elf17,NF,-,-,-,-,6,3,2,0,-,88.6043333333,0.0277777777778,NA
P039-9_blood-elf17,291,3,37,19,2,20,26,32,0,-,109.35614285700001,0.015037593984999998,NA
P078-8_bone-joint-elf17,NF,-,2,2,2,6,3,439,0,-,69.1596666667,0.050847457627099996,NA
89_n-jac18,NF*,219*,66,46,2,7,50,18,arcC_219/3snp,-,64.9128571429,0.34782608695699996,NA
91_ls-jac18,50,16,16,12,2,13,13,15,0,-,67.3218571429,0.0487804878049,NA
P054-10_blood-elf17,59,19,23,15,2,19,20,15,0,-,128.314428571,0.0285714285714,NA
P023-14_softtissue-elf17,1224,19,23,15,2,19,20,136,0,-,108.307428571,0.05,NA
AD_1523-64-bjd18,779,3,138,1,15,100,1,10,0,-,52.1864285714,0.111111111111,NA
99_n-jac18,398,3,35,19,2,20,26,39,0,-,126.690285714,0.06666666666669999,NA
